Store,Avg_Forecast_Demand,Avg_Inventory_Coverage,Avg_Volatility,Total_Replenishment,High_Risk_Weeks
48,21229.413135600415,0.798218791681662,0.17866466918839838,148466.26896749117,0
49,45081.84322442351,0.8014946247823866,0.1827285971984153,320288.16968297464,0
50,26558.838226919357,0.8018280438980266,0.23697942707104747,221293.63497337815,0
51,41973.44144394938,0.7981522863984054,0.16184925237667228,278661.4500761532,0
52,38760.74023672665,0.7962516674953936,0.22746093957500205,316696.99139567785,0
53,31102.907164772456,0.807681707009602,0.20598011266974517,236759.11905013863,0
54,47118.65751992027,0.8043518255550498,0.20535182742226948,358088.2861655319,0
55,30318.809114926764,0.808593142467134,0.20841681583217664,231155.07731479884,0
56,48167.36194769257,0.8002357036426204,0.1325776152913781,285820.94546916476,0
57,53329.93568288487,0.7983881749270175,0.22429775197336402,431252.41198193206,0
58,41341.35584761591,0.8155776319750891,0.20835728283654306,313719.3712611572,0
59,32342.968232316107,0.8125101468334819,0.2039983986931315,242945.86555634558,0
60,51800.23603338049,0.8111115660552412,0.2352743140921732,426226.76239175885,0
61,29419.749553935435,0.8025926131275762,0.18144752037574938,208587.07766529018,0
62,38818.581549420494,0.8111163872405324,0.15576346686548487,247800.9629954621,0
63,43383.612934612225,0.8056847431992689,0.2330122010466498,357594.2553189871,0
64,65219.14348108771,0.8114499394676028,0.20955786773705817,497412.5602981469,0
65,30886.186544668042,0.8026352835187979,0.2234593908706936,249525.239521663,0
66,36673.28746761765,0.7923361993686575,0.15438087028286354,239418.6124705498,0
67,47230.47106491392,0.8004974436759971,0.20058259814958915,354776.52357273013,0
68,45722.50958074838,0.7908665173156681,0.14184053498149782,286471.0735483909,0
69,52522.38004156704,0.7941695093691858,0.15707855565769815,345044.6733320861,0
70,38527.80450669005,0.8094885819868907,0.1990947523470432,286688.23779286083,0
71,52710.75504336239,0.801940534448727,0.21631496372799525,415296.9801044537,0
72,26079.214671896585,0.8108624987041342,0.2727211938767055,237972.92853469026,0
73,27165.7637061413,0.8062888110094905,0.18345238898276253,191692.83453911217,0
74,35935.782269437754,0.8025338395510353,0.1855788198355703,257134.53134979986,0
75,36419.467828796085,0.7971875188540608,0.13936479251414666,223370.2215139805,0
76,54072.109910404666,0.7958876030711058,0.1693428571225449,369148.23601154005,0
77,46848.233665795145,0.801764273968154,0.20703901177911413,359748.613265906,0
78,22460.395409916968,0.7971658114031396,0.21377461994434685,176196.30406601998,0
79,32855.803603017266,0.8065933708573324,0.21909613007804124,260649.13294411605,0
80,46400.287451629985,0.8079404105114655,0.1878464462486041,332001.2241977561,0
81,43308.355155180725,0.7971707131817359,0.11251509497143122,238245.2601513996,0
82,54175.69295417448,0.7978333327201325,0.2135667614269904,423741.69775876484,0
83,23318.319999505566,0.7966831222278836,0.14512672497723386,145739.9783885048,0
84,76215.75062870495,0.822613685284787,0.1660040908365572,496516.35045295756,0
85,54052.97523691033,0.7982387345170864,0.11084515825425079,294363.8316147822,0
86,27908.729377851963,0.8024246520624676,0.21553684339506576,219260.73822977935,0
87,34833.872293004606,0.8031596658977337,0.16966096922368903,235599.33472543527,0
88,35929.13494016826,0.8083924019476243,0.22396824935136306,287448.01726932224,0
89,35821.181813615796,0.7921670342325321,0.12347712933101347,207161.81432955302,0
90,50249.36300413885,0.805633499901062,0.17681823457884943,347241.27509256895,0
91,26823.6401330584,0.8017530756466568,0.21385735709227324,210188.99920903987,0
92,37603.82474638841,0.8194801822815104,0.2355777909176385,308186.7592730269,0
93,34994.175417013255,0.8024483494260843,0.19550244344551224,258906.12216038062,0
94,44152.93340380154,0.8008260829756375,0.21685900768283708,348817.13436804333,0
95,39943.22539684501,0.8254899814785733,0.22746053203096933,317637.245546034,0
96,31487.31462182923,0.8071048088293862,0.2545728891729678,275146.2149528056,0
97,40546.23919136828,0.8143894195999016,0.2233001749410237,321691.33142435725,0
98,33033.936193017325,0.8021675760195175,0.1920007137194037,241896.52185956965,0
99,33074.01617862804,0.8178589056101414,0.1989797562193601,243155.29803742538,0
100,47531.82327582821,0.8052146267259805,0.1445600630795489,292600.09773617605,0
101,45506.33079023106,0.7991643457807058,0.19405206948619824,336024.0739474073,0
102,41732.04122430059,0.8230502165883518,0.25503210233999785,361569.75021447387,0
103,28307.09455409669,0.7998470175541913,0.13425754098749393,168743.49917512393,0
104,61420.38731210115,0.8016914698231206,0.11104529593234069,332148.7462893224,0
105,28914.805041487994,0.8220187236939734,0.18917808878504197,204638.59279732595,0
106,51530.217482624364,0.8019937060309948,0.14140094175450024,315379.7176004257,0
107,45026.700734279824,0.8048442158855975,0.13929894811007112,272349.69542607415,0
108,71703.41887415756,0.8123913799191022,0.13889179318417097,427529.1335307096,0
109,38402.585874773344,0.8039741809291517,0.1815458422385356,270687.05254592723,0
110,25640.748644770436,0.7869611410991738,0.1627820413135118,172725.69975248183,0
111,40345.15611514642,0.8101800900710951,0.21104423905974098,311829.7192519472,0
112,36717.27231677369,0.8041258301973616,0.10768614034935539,195031.52503707234,0
113,34645.50280904372,0.7914350820950198,0.12671641297151878,204480.66387429106,0
114,31371.12680835531,0.8040784628190296,0.18608031988485102,224684.05548264712,0
115,46742.5564117329,0.8042960687390677,0.1350327160438415,278663.06521111104,0
116,42902.09950014406,0.8043585675750767,0.1457208527025792,266776.90221558814,0
117,22383.356829547727,0.7994546719621275,0.166061349939241,150039.29627536182,0
118,49667.38221018632,0.8042058765538042,0.24386725548316243,420210.32454312895,0
119,35609.60229657748,0.8058742824620931,0.1913953044067824,258220.74826058396,0
120,41624.98504805365,0.8144380513627213,0.19983397267361866,308382.0978829645,0
121,25131.24400754306,0.8123946091905491,0.18207609825474838,175104.04223885736,0
122,47837.290340188585,0.7739113079913792,0.145793474914745,309476.83585801866,0
123,48007.87108749361,0.8014904337629841,0.2039321016049172,364140.8610663343,0
124,27702.029002422332,0.8080728358899958,0.11388763658551748,149700.1005527612,0
125,69916.92451397763,0.8211586511146136,0.1699671180393274,463825.65433930553,0
126,32368.376094667736,0.8080024714136137,0.22591061545160504,260401.01329439768,0
127,31199.704475114228,0.8100463276823942,0.24313360434562223,263545.77707148873,0
128,48455.43581568017,0.80866701951644,0.2038334841010309,364750.21157987264,0
129,52045.51803043129,0.8007902472285506,0.15828495807188245,339745.7266507781,0
130,30420.586719456478,0.8009510081284924,0.15176891532125691,194651.01596103067,0
131,30086.532950337565,0.7988456402388561,0.17692788246877875,208651.54142687176,0
132,43348.14636845276,0.8006258033248853,0.16533413485684242,290845.8901506401,0
133,35455.609069452636,0.7970926397830213,0.21630821072700798,281163.69844120956,0
134,27291.480687850795,0.8058778538102981,0.12465365876321431,155059.3879438622,0
135,36624.16567270865,0.8027514157808139,0.17715195719265814,254676.14039526126,0
136,32863.80918298616,0.8028422713870107,0.2205361472685162,262092.3855966165,0
137,49468.26979423924,0.8140278813842264,0.13236996909384668,286415.25275840727,0
138,44547.55435426403,0.8085063039519339,0.22663799038417368,358795.7086304092,0
139,37832.27973944485,0.8167664756799164,0.17017909497616618,252640.94146513325,0
140,44732.95435690829,0.8023769079218624,0.16573154893361383,300155.9758302731,0
141,32273.674666766932,0.8005834498848001,0.20435973400634813,246404.54985940727,0
142,26739.483481934625,0.7953966431133892,0.14194437327473625,165657.41387298162,0
143,37384.559555661515,0.8077064702618314,0.23318509533621384,307957.9424284232,0
144,43741.27845585994,0.7910786234246718,0.15242997486925328,283543.1312331078,0
145,44189.85707250472,0.8066521538361945,0.16669320684775957,295958.4712128592,0
146,49652.49201728039,0.7965667078348829,0.20410645735469832,379419.82615176647,0
147,49072.825116268425,0.7950167712884949,0.18304536415636802,351348.6497521753,0
148,53114.104448266786,0.8062521957542284,0.1525665648013478,336881.89854929637,0
149,31730.33760084293,0.8057773217064409,0.19026310825973183,229875.1856951674,0
150,51025.39053069801,0.7987723163461686,0.18878606341831358,370535.8622084182,0
151,42858.20951540624,0.7972782989073064,0.19710778400114043,319785.34074714815,0
152,32769.17209471286,0.8083321566634479,0.22218213396221514,261434.9428194152,0
153,38095.58061916826,0.8058886442966772,0.2590322371325372,336613.5945934116,0
154,53528.112492318265,0.8026217752126854,0.19561318500491803,394886.70266231254,0
155,40375.59324963998,0.8139077348784802,0.18897640466574442,288440.14443772595,0
156,39972.97039879981,0.8116089072398991,0.26217079139272653,354742.65115331043,0
157,57982.24284937659,0.8117514733214287,0.18269205067249442,405685.9211007605,0
158,48864.6626939803,0.8010359536753019,0.14894048720257583,308348.2313826164,0
159,44498.51980947292,0.8130375436484776,0.2272195365506077,357880.07248027,0
160,33429.69347066906,0.7970425139608529,0.20813181713472512,258866.190311607,0
161,44231.599831505584,0.8024517721022052,0.14290815061068832,272112.15866999887,0
162,46070.86372497887,0.8018585913900403,0.23764023015265998,386541.2990697152,0
163,40162.54594998553,0.8066528299972548,0.12307721000824319,226385.54488911797,0
164,38427.925001301905,0.8114546751092162,0.2043396228976801,289602.17415607476,0
165,22369.986348748724,0.8003717015728791,0.1424719386764759,137354.30889681668,0
166,32614.67867713852,0.7962806830410875,0.15159325342625127,209936.71035289284,0
167,55854.644642467225,0.8089043208837621,0.2256111241131799,449272.2130749191,0
168,44458.89662823685,0.7995480880157176,0.19053232236187265,325020.2095981097,0
169,34977.95520924056,0.8070754162126969,0.21047298475783374,268888.1591565875,0
170,26417.386680582076,0.7930449889510216,0.20188832061607825,201212.19483955126,0
171,49471.159063735184,0.8106454308502166,0.21323763767049528,382152.43945963046,0
172,41319.416642001204,0.7930900944866143,0.10985669412917463,226622.79642444846,0
173,47812.56405798468,0.8034519694075737,0.203504827337779,361673.9617227816,0
174,36480.65408759491,0.7966412064534802,0.12563325714637713,210651.40516014304,0
175,36848.760770798006,0.7931059959068266,0.18412485213304103,265845.9893742825,0
176,30829.77974463855,0.8042237944431755,0.2025176173163894,232646.34986833518,0
177,23259.066916934673,0.807776269846462,0.21949104971780256,183573.59883285797,0
178,59220.903101526616,0.8077162196173308,0.22981637565845903,481554.9608253524,0
179,44622.70310093731,0.8015625232040985,0.2130669449076538,348989.1725882482,0
180,44025.016250044966,0.802288605193823,0.19781076120867505,327612.9891325864,0
181,36341.71790340067,0.8080279676807719,0.246502772244962,310244.3932133501,0
182,32872.28570873482,0.8112864036934162,0.21469764225437102,256035.92933382897,0
183,31148.02263035664,0.8364465257761146,0.2550257193779785,260761.32044571495,0
184,38937.13260962582,0.8088224474113177,0.1877233766811926,278636.1749961751,0
185,42152.88410297775,0.8194810187078868,0.23033496883649374,340751.6391735081,0
186,23151.309983392228,0.8032048160589685,0.20984989474489185,178097.2686208762,0
187,36815.52624604795,0.799024614091673,0.18875550853309853,266743.5753814821,0
188,30953.046728298963,0.8066897350842813,0.24099309474701544,260694.1630447767,0
189,49027.379163515536,0.8111333489423347,0.18556074746908102,346958.54777560354,0
190,45301.38508179168,0.8048987138302742,0.146062626891182,281338.4358635016,0
191,40216.78077598723,0.7981440627620134,0.11673704389146103,225315.77424620395,0
192,73849.18508708128,0.8161429591979019,0.16728098638580646,487854.87877423817,0
193,31112.37848963241,0.8067960539474681,0.23564431242223985,259060.06282107555,0
194,29308.395250249472,0.7875559849532211,0.15953634763028385,195803.30529991974,0
195,64260.34161389881,0.8078732339432878,0.1799700393801844,446037.57463696174,0
196,31251.57763004825,0.8063866146063782,0.19984376357436456,233131.05166910664,0
197,40563.44188530452,0.8097026435859467,0.20821807016188768,309594.6842161713,0
198,16773.50049894929,0.815980206111316,0.37600022710284314,192836.40120946505,4
199,49860.12353386358,0.7980969930689321,0.20649357818381178,383027.77201752446,0
200,46321.824347647045,0.7974182867431099,0.1296335976411689,272830.0120112534,0
201,31087.13143373718,0.8008161819319215,0.1745527984054769,214741.56027442956,0
202,38281.99221545453,0.7954576969271097,0.15112607696890556,245092.21128948513,0
203,41594.39305757161,0.7908633911366728,0.1726658039596168,290648.9728106731,0
204,32943.46998751628,0.8025368967085461,0.12908583422055883,192243.16550897338,0
205,38647.07768996874,0.8061031829801919,0.22955889603068177,315873.3574032223,0
206,46797.480430110285,0.8043893321476794,0.19646594132485867,345844.1060171804,0
207,66604.94657374104,0.7968854020357432,0.22079599877369724,533329.1821745064,0
208,18089.980814963514,0.7868307208030006,0.18655918129723004,131494.63388483072,0
209,38417.707519702984,0.7878214321750916,0.13803254621841635,237919.65660915722,0
210,18711.29512014435,0.7887375982451666,0.225840383896352,152356.61984877996,0
211,77386.62909319888,0.8277337433704994,0.19142107196219652,546917.1952282505,0
212,27241.99642266425,0.803556004289696,0.20739996028352797,208610.3055086177,0
213,50148.24986284639,0.8082104333633662,0.2101032925069042,384764.79913152196,0
214,56182.9476014693,0.81376178931235,0.17295722474142164,379302.59868854657,0
215,36883.8764375025,0.8213863033089376,0.2290488463436144,296330.6177620115,0
216,40375.46786287393,0.8195175927937642,0.19587094411589984,293869.45154836576,0
217,29869.841853837046,0.7947715610328894,0.15192145421248032,192521.05617368963,0
218,28172.90162473457,0.8028839627630399,0.15824837782297502,183001.86582124222,0
219,18577.778884775402,0.7961665691541283,0.14982924022811792,118098.93042446848,0
220,28503.152102071577,0.8035705925380751,0.179148760892605,199243.77721393944,0
221,36574.964726207916,0.7978242741689874,0.19128968892035367,267373.6134459919,0
222,30042.41702535564,0.810533948327188,0.20880223716678897,229487.50011797235,0
223,43116.274341239034,0.808988643456963,0.2081586936924957,328745.4199534347,0
224,43795.780611397764,0.7996716700478804,0.18894757388878228,318640.07524513395,0
225,31414.566231439007,0.8008395967460836,0.18903261819604308,228162.00695038104,0
226,39899.58815646372,0.8113836748937601,0.1684490526489426,266943.498079106,0
227,37600.59137371043,0.8074243498913,0.16118590086667148,245262.71115570993,0
228,49180.866786960985,0.805934270439063,0.14637030916129026,305125.50038741704,0
229,52930.64708776978,0.8046344825672228,0.21201278076899846,410127.4101855035,0
230,46641.741482278056,0.8096347957115306,0.1760014583467358,319638.2723046137,0
231,29342.062741019443,0.8078565999867112,0.2173039687267974,230653.81897438993,0
232,22312.616672185402,0.7970307271517163,0.20812824288510218,171518.71212796407,0
233,56527.98237438854,0.808169258908929,0.1390072918787715,338634.8502921357,0
234,65342.82367481494,0.8104384423277964,0.2496617440315408,559000.9899680566,0
235,31862.135313766783,0.807437978575006,0.2663989562714932,287432.16131739534,0
236,44273.458304419044,0.8053807355199302,0.18025938286633975,310246.12860470265,0
237,28772.69396907479,0.7887159366394964,0.11379182832019874,160721.03108130122,0
238,43696.30639727829,0.8038940124112027,0.17228965654002118,299413.7783749778,0
239,31906.926739368093,0.8118784741785845,0.21542226504597256,248543.20962449114,0
240,29424.47431595671,0.8112630514439042,0.15967947813061065,190089.5608492183,0
241,40088.956274408134,0.8012564163512794,0.16819280792423966,271133.564236032,0
242,24174.88070866413,0.7986945886929838,0.28123964190923484,227079.11638815948,0
243,40150.6509393872,0.8156852976070136,0.2424844824460715,338207.1357293807,0
244,32434.647179267897,0.8074109874020775,0.2782782217928168,301474.5013909413,1
245,54442.920261672305,0.799643628832137,0.12901104445396647,317633.40517466783,0
246,42612.309027323274,0.8006485604077661,0.1790823092713247,299454.01906148216,0
247,48760.23718938593,0.8118437525771837,0.22646687786887326,391980.9761903761,0
248,46328.23353167357,0.7979583190641482,0.16820885337023392,315593.2130083158,0
249,31601.048813740956,0.8071511338814527,0.19373784658935425,230890.7870945376,0
250,53314.908497150405,0.8005967868864918,0.21979533672298598,424067.31826212374,0
251,111516.65931797995,0.8110928639685727,0.1285076279571512,632712.5337966084,0
252,61988.73356240695,0.7885468592889391,0.21833763680322105,496968.09342709894,0
253,33125.26551611594,0.8085060395495505,0.27409876206173256,303393.55191412586,0
254,18850.120271013155,0.8016377923214045,0.20940363739357967,144836.31888874422,0
255,38393.786284432026,0.8075609577551789,0.1805623417735633,268955.1741048582,0
256,49215.225253408185,0.7953837652749841,0.1903857402297186,359969.63396263425,0
257,29443.920761309284,0.8094804851035059,0.17843168451544214,204195.22158499013,0
258,33594.776505698836,0.8040247482669267,0.14202070540861428,206340.82664094176,0
259,93153.09569421085,0.8115819236839551,0.08159200196121831,427749.920877997,0
260,37251.926789437144,0.798459170854888,0.11477791870928414,205635.05873167745,0
261,70094.24063323288,0.7988420905403373,0.2808884333631922,656493.4991106455,0
262,145170.66438693204,0.8352697659718806,0.10257242706876066,696702.6254447147,0
263,25963.19465994152,0.7965590433563662,0.16141815996782954,172237.0329730049,0
264,40133.75765054964,0.8121367415407409,0.24009806058578922,336520.4085831594,0
265,30887.795550922347,0.803716023510823,0.21889434309361258,245268.73629190124,0
266,24524.85434313616,0.7933059129067966,0.14479308079382142,153831.25397585923,0
267,53248.44833384407,0.789729635911242,0.15315483229170762,346486.02092897607,0
268,29477.228496859265,0.7972628394955675,0.21939173270586146,234735.27001763758,0
269,53410.626498406964,0.7934694818842978,0.2665878867591923,484584.8881231379,0
270,58180.22785247919,0.8092317250322554,0.14414667478443158,355525.12564673513,0
271,46483.71045004302,0.8123064023210622,0.28838893543166483,441042.8648694884,1
272,36358.86578774436,0.803003233655769,0.2625381604120592,325077.72622151964,0
273,44994.085217432,0.8168126812487346,0.22619115445002816,359166.34487793216,0
274,36361.93934737497,0.7876407468897977,0.11843761598120726,207421.54714067144,0
275,39056.030555598205,0.8186698269901803,0.2098597105959174,297565.3406781794,0
276,22080.03528904847,0.8090614995887574,0.1965594289868669,161930.4631595178,0
277,35742.139064867384,0.8087347893092705,0.2099195762501164,273126.2804821141,0
278,41799.401878387085,0.8029270121116119,0.1813828840953887,294666.0799466266,0
279,59069.7606881747,0.804686232070834,0.2388980046101646,494591.77262561343,0
280,36607.53918516609,0.7953388467002622,0.15874116893084603,241618.63810546912,0
281,35059.584719496626,0.8033389796545471,0.17643566068219746,242624.3151199043,0
282,27435.68507728678,0.7987981435232633,0.1880741900812868,198314.82349790173,0
283,44561.94492274438,0.7993967265794232,0.14427752057040902,277723.3436752949,0
284,31193.714733776014,0.8149409726997526,0.21750317411245051,244024.3374278553,0
285,32941.68014700883,0.7963215811096684,0.13922652682179362,202847.9581056187,0
286,24319.070051751914,0.8102538602512054,0.2927696432676958,235131.25629095087,0
287,48149.784244908034,0.8010265074390759,0.12777399622096755,278775.8917473664,0
288,32851.313927572526,0.8080161811630834,0.20388121426529188,247995.0752877095,0
289,35884.30686647734,0.8033311758455832,0.1783221258293746,250496.38136932423,0
290,42392.10013371264,0.8081201677212301,0.21230490413275627,327109.74456131354,0
291,46067.99312364759,0.8009645754705114,0.22820348902215576,376372.8922848586,0
292,34619.48524791806,0.8123354193275532,0.177895223422357,186807.27929248,0
293,36604.743251210246,0.8113491873124763,0.216046790202965,284945.52643770224,0
294,35803.82644660326,0.7983739307191924,0.17680885279363084,250216.1361556953,0
295,34261.05121101752,0.7969584470886294,0.16451606936276528,230917.1558949057,0
296,39656.45173731145,0.8183521424725057,0.18440302456676821,278307.7726345859,0
297,40841.375867526665,0.8154688226024482,0.2105553693257347,312514.2426172782,0
298,50268.43162151405,0.7984663715653719,0.17165349130562862,344556.46359374275,0
299,48118.24334510591,0.7758857344478018,0.12379602391847015,287596.53730352025,0
300,44561.74627613767,0.798105745553997,0.15711732522320201,292139.54849451594,0
301,32074.310184468133,0.8052049497757565,0.17079418008154668,218511.10847315355,0
302,22510.60325442677,0.8030221677775046,0.207766638140632,171852.25869670307,0
303,36358.66063730082,0.7926280801853718,0.19481802140003082,271392.00968145387,0
304,40611.49441742547,0.8086507886106015,0.19052206512318956,292963.4029099002,0
305,37330.60562653104,0.8051361568689349,0.2082397473653071,285360.72499146836,0
306,26341.366603137165,0.7884476678440634,0.12171829536501626,152807.66127963382,0
307,16050.34494882787,0.7858679960248683,0.2571852558617177,142871.3381607966,0
308,51529.36403426503,0.8005726017689831,0.19661119550011846,381788.02403872646,0
309,40300.64339951754,0.8173975592602314,0.24212351135841395,337309.3876610478,0
310,58281.354201788316,0.8001840698438233,0.1714114569717638,397681.38863750215,0
311,39616.361969653306,0.8179184368070512,0.1717357025399421,265831.05527246685,0
312,32369.504751039134,0.8054968704204846,0.2290489990039087,264034.31266583176,0
313,41795.129865308125,0.7954024922554047,0.23568395846447673,350845.01426024816,0
314,29779.736965639207,0.8070501148290814,0.18321183960757678,210567.33893503548,0
315,25224.883928033632,0.7983884837258949,0.17077406977875934,172150.94425748943,0
316,60581.35706000677,0.8038059625095288,0.20645643844738973,460998.643493669,0
317,32513.77981305657,0.8066808150958135,0.15243909741908687,206566.39475199627,0
318,43049.832522381796,0.8030171453145755,0.19553638042190571,318101.19165872294,0
319,44595.65941550351,0.7963731659920301,0.1476209418933522,282905.9412905256,0
320,84104.68663643002,0.8117756174514251,0.1664564441995387,554610.8009716527,0
321,35903.89484459526,0.8028337009946506,0.2002458912429525,267736.49043339957,0
322,30125.63488732347,0.8017340153507689,0.2478764059942616,259256.0110156778,0
323,44942.37423558349,0.8016250107916362,0.1620650181910618,297811.39266151626,0
324,31366.872640321097,0.8057676026661087,0.2299864581536404,256923.19039129032,0
325,36759.20955604668,0.80057630572667,0.1787505146234862,257847.53169508616,0
326,32694.793378757553,0.8000374677003953,0.18318379262058898,233268.22158872936,0
327,47374.26931345132,0.7954117384724688,0.19702473268668927,356239.453773277,0
328,26129.778033320246,0.7983949977916149,0.16296564671286906,173761.60794221418,0
329,40537.13635139713,0.8237095525951768,0.1997512727635145,296475.31790570804,0
330,24279.06995918645,0.8067388101917449,0.19536947690635262,178501.74668789003,0
331,33416.0695242953,0.7969844963934953,0.14109390736453334,207021.88004692236,0
332,21863.991927892752,0.8011706672783971,0.17271018162308452,149540.5006970414,0
333,59387.7361748414,0.8126379019640048,0.18158449531920406,414358.09057083115,0
334,31121.758008382993,0.7997026731642686,0.1572069810992228,202599.529371166,0
335,96996.27665738894,0.8178202302771351,0.18910267495760952,685023.2835051236,0
336,77367.42636532421,0.8169852996582616,0.19408452172646345,556806.7657885456,0
337,31063.81160912166,0.8044403596563104,0.14328370928208334,190490.96706452302,0
338,39641.564930613145,0.8198291308962817,0.19576807265008053,288327.2844551486,0
339,31076.053767039935,0.7998236033474387,0.14889986530021931,196586.35987327737,0
340,39868.267039505816,0.8043211189845457,0.227511993139817,324507.8083629506,0
341,33987.91998767951,0.8030386775013237,0.1825586089740036,240944.19968507576,0
342,64031.32963608869,0.8200936711122919,0.16408057569420684,415414.7873269428,0
343,45919.20593334256,0.8018171811667031,0.2138396816552111,358366.0354224751,0
344,56160.579536533136,0.8186540925137854,0.23892196183620737,465454.2002267239,0
345,25170.606844898353,0.7960869040816025,0.16475678989472078,169114.71320664164,0
346,44416.640666023755,0.7967581019480608,0.14401879087563874,276109.720675256,0
347,30467.703189259544,0.7915389301519866,0.13502086190027873,184299.23439746976,0
348,52047.81301875528,0.7968057042891301,0.13185191411881864,309321.02166075725,0
349,51789.791257531084,0.7968360344031196,0.11076430958019959,282091.5053804496,0
350,41101.51623763035,0.8103544968920787,0.2065744252238191,312052.61530548753,0
351,36651.158668735385,0.8105189969637464,0.19934200882948133,271677.0388488257,0
352,38988.10633314808,0.8083562327562317,0.1575577997460718,251602.90120107075,0
353,48132.40551336249,0.8072325247212219,0.08592655285238562,227906.27121248137,0
354,49594.38161307241,0.8200147162947583,0.20114627926317039,364480.9329515442,0
355,53065.24024671998,0.8005869717885365,0.17592170228961437,368340.3923721318,0
356,37400.36670676142,0.7904283087359393,0.14288714951128206,234356.64086934412,0
357,47009.84890412537,0.8038498833457971,0.20013172003076157,352281.7153708517,0
358,60034.63154082857,0.817826415507749,0.1958070317041555,435347.45688715205,0
359,39398.417514925226,0.8028244591219906,0.1504541923122377,249829.64541406144,0
360,40635.775873759485,0.8126645740537118,0.1939274098817235,295134.75360813196,0
361,37290.09522539841,0.8065011304091839,0.2530643286355604,323700.36347371864,0
362,55584.17548761709,0.810377025563436,0.17525004259036558,380987.4208918979,0
363,43403.809223154785,0.802194837304787,0.16798483351070662,293340.0111806109,0
364,29426.93580176662,0.7990731563688209,0.1566965597833659,191281.49626034085,0
365,32434.941504820046,0.8070408023770906,0.20923789805369117,248979.37462383206,0
366,35231.64814075393,0.813326565711861,0.21259801415633664,271186.5730444208,0
367,33124.21933214247,0.7975097578858875,0.23319799391182963,276023.78014914447,0
