Store,WeekStart,Forecast_Demand,Demand_Uncertainty,Safety_Stock,Simulated_Inventory,Recommended_Inventory,Inventory_Coverage_Ratio,Volatility_Ratio,Combined_Risk_Score,Risk_Level,Recommended_Replenishment,Recommendation
2,2015-07-06,34941.28817959877,8188.839946333464,13511.585911450215,24186.800000000003,48452.87409104899,0.6922126017701314,0.27085319087546805,0.29670713602354837,MEDIUM,24266.074091048984,MONITOR INVENTORY
2,2015-07-13,25150.938655316677,7710.2889861535,12721.976827153276,24559.0,37872.91548246995,0.9764645501534176,0.2511597047486787,0.09182272631721128,LOW,13313.91548246995,NO ACTION
2,2015-07-20,33498.42060430664,7455.69663076496,12301.899440762183,24164.2,45800.32004506882,0.7213534120140993,0.24683446191522865,0.2691029501646991,MEDIUM,21636.120045068816,MONITOR INVENTORY
3,2015-04-20,42501.130973739135,9543.385161112035,15746.585515834857,31135.600000000002,58247.71648957399,0.7325828580711949,0.2452083187377031,0.26075449497147446,MEDIUM,27112.11648957399,MONITOR INVENTORY
3,2015-04-27,46244.64441306812,9438.688432898576,15573.83591428265,31220.800000000003,61818.48032735077,0.6751225011296101,0.24185641451592724,0.29997117356405106,MEDIUM,30597.68032735077,MONITOR INVENTORY
3,2015-05-04,40894.16202477162,8743.806970269494,14427.281500944664,30672.4,55321.443525716284,0.7500434898609785,0.22805667558507306,0.243386559772837,MEDIUM,24649.043525716283,MONITOR INVENTORY
3,2015-05-11,45739.84942919333,7879.34197760194,13000.9142630432,34761.6,58740.763692236535,0.7599850116212561,0.18133439145728483,0.2224108093023062,MEDIUM,23979.163692236536,MONITOR INVENTORY
3,2015-05-18,32019.11758560644,9451.926258705156,15595.678326863506,31396.800000000003,47614.79591246995,0.9805641868817089,0.24083795186019355,0.08585645474086184,LOW,16217.995912469945,NO ACTION
3,2015-05-25,46612.287298355935,8575.982062325771,14150.370402837521,34286.8,60762.65770119346,0.7355742871088271,0.20009991162373325,0.24512797251094098,MEDIUM,26475.857701193454,MONITOR INVENTORY
3,2015-06-01,30721.556438189757,10407.683347732422,17172.677523758495,31536.0,47894.23396194825,1.0265104915321872,0.26402037919158855,0.07920611375747656,LOW,16358.233961948252,NO ACTION
3,2015-06-08,41351.07714751924,9128.540021091365,15062.091034800751,30712.2,56413.16818231999,0.7427182583523706,0.23778277091426508,0.25143205042762007,MEDIUM,25700.96818231999,MONITOR INVENTORY
3,2015-06-15,35613.43669718214,7775.754797231374,12829.995415431767,31942.4,48443.432112613904,0.8969198977229681,0.19474440986854774,0.13057939455448664,LOW,16501.032112613902,NO ACTION
3,2015-06-22,46293.36450672613,8386.444518785464,13837.633455996014,32339.600000000002,60130.99796272215,0.6985795987090389,0.20745944956116869,0.2732321157720234,MEDIUM,27791.397962722145,MONITOR INVENTORY
3,2015-06-29,35157.913777640264,6677.998777078858,11018.697982180116,33282.8,46176.61175982038,0.9466659543709105,0.16051531186267642,0.08548842549916558,LOW,12893.811759820375,NO ACTION
3,2015-07-06,49935.25633267581,8406.636822574574,13870.950757248045,34472.8,63806.20708992385,0.6903499157055946,0.19509031636709692,0.27528215391621286,MEDIUM,29333.40708992385,MONITOR INVENTORY
3,2015-07-13,34937.41345551784,8524.94236050896,14066.154894839783,34381.8,49003.56835035762,0.9840968921117975,0.1983594194721384,0.07064000136338325,LOW,14621.768350357619,NO ACTION
3,2015-07-20,46273.81207483057,7972.950034334848,13155.367556652498,33776.200000000004,59429.179631483064,0.7299204125516966,0.18884184803109522,0.24570826562314094,MEDIUM,25652.97963148306,MONITOR INVENTORY
4,2015-04-20,60527.72990429408,12481.141704587764,20593.88381256981,46153.0,81121.61371686388,0.762510011080487,0.21634375584837848,0.23114611899817264,MEDIUM,34968.61371686388,MONITOR INVENTORY
4,2015-04-27,61509.37515965937,13390.621627965347,22094.52568614282,45442.200000000004,83603.90084580219,0.7387849394022629,0.23573896735572392,0.2535722326251332,MEDIUM,38161.70084580218,MONITOR INVENTORY
4,2015-05-04,57111.92645487136,8859.725221472729,14618.546615430001,42955.600000000006,71730.47307030136,0.7521301182852345,0.16500247178896774,0.2230096587370262,MEDIUM,28774.873070301357,MONITOR INVENTORY
4,2015-05-11,60170.25755078602,8107.931631022385,13378.087191186934,46140.0,73548.34474197295,0.7668240402836245,0.14057965550103832,0.20539706845177433,MEDIUM,27408.34474197295,MONITOR INVENTORY
4,2015-05-18,47311.48514014099,8942.67094236019,14755.407054894313,43289.4,62066.8921950353,0.914987129906677,0.16526301482321656,0.10908791351229108,LOW,18777.492195035302,NO ACTION
4,2015-05-25,61899.965354942295,7080.022239842657,11682.036695740382,46247.0,73582.00205068267,0.7471248123454319,0.12247319376119803,0.21375458948655704,MEDIUM,27335.00205068267,MONITOR INVENTORY
4,2015-06-01,49750.991133130345,7460.8665493136,12310.42980636744,44039.600000000006,62061.42093949778,0.8852004552462677,0.1355301419506735,0.12101872391281468,LOW,18021.820939497775,NO ACTION
4,2015-06-08,60099.538215864486,8141.687560532723,13433.784474878992,44431.600000000006,73533.32269074347,0.7393001896355901,0.14659274139185127,0.2264676896726423,MEDIUM,29101.722690743467,MONITOR INVENTORY
4,2015-06-15,50397.78841071186,7240.745881238108,11947.230704042879,45010.200000000004,62345.01911475474,0.8930987136418322,0.12869520030994056,0.11343946054369959,LOW,17334.819114754733,NO ACTION
4,2015-06-22,60794.71027732972,7311.3924574369985,12063.797554771047,45083.600000000006,72858.50783210077,0.741571097129015,0.1297392835964652,0.21982201708862903,MEDIUM,27774.90783210077,MONITOR INVENTORY
4,2015-06-29,50210.72793670491,7782.872536324016,12841.739684934626,44769.0,63052.46762163954,0.8916222058448406,0.1390761024159399,0.11758728663339352,LOW,18283.46762163954,NO ACTION
4,2015-07-06,61150.26088246958,8861.837445849851,14622.031785652254,45335.8,75772.29266812184,0.7413835909406034,0.1563768579506677,0.22794454372677794,MEDIUM,30436.492668121835,MONITOR INVENTORY
4,2015-07-13,54957.2734571677,7858.31094553191,12966.213060127651,46499.4,67923.48651729536,0.8461009266815329,0.13519849194668163,0.14828889890693142,LOW,21424.086517295356,NO ACTION
4,2015-07-20,66521.9697307001,9547.282453661877,15753.016048542097,48088.600000000006,82274.9857792422,0.7228980169209717,0.15882820383478624,0.2416198493057557,MEDIUM,34186.38577924219,MONITOR INVENTORY
5,2015-04-20,26630.102359035704,7313.451596202714,12067.195133734478,21309.4,38697.29749277018,0.8001997030540754,0.2745624596169846,0.22222894574724258,MEDIUM,17387.89749277018,MONITOR INVENTORY
5,2015-04-27,28682.731331957326,7741.909088418267,12774.14999589014,20922.800000000003,41456.88132784747,0.7294563323782394,0.2960180889142282,0.2781859940095009,MEDIUM,20534.081327847467,MONITOR INVENTORY
5,2015-05-04,25125.35726119283,6411.411415073389,10578.828834871092,19960.4,35704.18609606392,0.7944324847802137,0.25696524779356683,0.22098683499192046,MEDIUM,15743.786096063915,MONITOR INVENTORY
5,2015-05-11,30025.303137657716,5457.9392020554205,9005.599683391443,22670.0,39030.90282104916,0.7550298458624819,0.1926048240690047,0.22926055511696408,MEDIUM,16360.90282104916,MONITOR INVENTORY
5,2015-05-18,22803.47137106509,5878.120618020697,9698.89901973415,20500.800000000003,32502.37039079924,0.8990210159850089,0.22938112143997103,0.13949962524248505,LOW,12001.570390799236,NO ACTION
5,2015-05-25,30029.63627202291,4990.862517307673,8234.92315355766,22506.4,38264.55942558057,0.7494729471954368,0.17740242836909229,0.22858966547392193,MEDIUM,15758.159425580568,MONITOR INVENTORY
5,2015-06-01,22421.316634106763,5883.297856361404,9707.441462996316,21002.800000000003,32128.758097103077,0.9367335711253929,0.22409575318953298,0.11151522616908485,LOW,11125.958097103074,NO ACTION
5,2015-06-08,31239.435708197274,6382.90127345447,10531.787101199876,21288.0,41771.22280939715,0.6814463679449241,0.23986851835604925,0.2949480979453679,MEDIUM,20483.22280939715,MONITOR INVENTORY
5,2015-06-15,23374.665653636872,5814.0465756075055,9593.176849752383,21711.4,32967.842503389256,0.9288432323147227,0.21423018600762753,0.11407879318198239,LOW,11256.442503389255,NO ACTION
5,2015-06-22,31914.885060315653,6279.459391540009,10361.107996041015,22124.600000000002,42275.99305635667,0.6932376525306897,0.22705800390660202,0.2828510444004978,MEDIUM,20151.393056356665,MONITOR INVENTORY
5,2015-06-29,23367.10881578201,6561.733783840977,10826.860743337611,21956.600000000002,34193.96955911962,0.9396369988729903,0.23908014114538595,0.11397814313252252,LOW,12237.36955911962,NO ACTION
5,2015-07-06,31871.195583474153,6460.001567337273,10659.002586106499,21890.600000000002,42530.19816958065,0.6868458995416762,0.23608312489697944,0.29003280778992047,MEDIUM,20639.59816958065,MONITOR INVENTORY
5,2015-07-13,23813.0148917342,6211.666040604568,10249.248966997537,22133.2,34062.263858731734,0.9294581177825877,0.22451940218692526,0.1167351382082662,LOW,11929.063858731733,NO ACTION
5,2015-07-20,31522.61447890984,5921.742050838308,9770.874383883209,21893.4,41293.48886279305,0.6945299545076679,0.2163845561068928,0.2787443986767003,MEDIUM,19400.088862793047,MONITOR INVENTORY
6,2015-04-20,29746.210868255414,6124.3462984496,10105.17139244184,22014.600000000002,39851.38226069725,0.7400808155869547,0.22255580563624502,0.24871017078000518,MEDIUM,17836.78226069725,MONITOR INVENTORY
6,2015-04-27,29056.579592928447,6636.229771740376,10949.77912337162,21598.2,40006.35871630006,0.7433152939052879,0.24580677173988114,0.25342132578826276,MEDIUM,18408.158716300062,MONITOR INVENTORY
6,2015-05-04,26088.582496949366,6005.157248843141,9908.509460591182,21099.0,35997.09195754055,0.8087445917181274,0.2276944783674351,0.20218712930754132,MEDIUM,14898.09195754055,MONITOR INVENTORY
6,2015-05-11,30715.87504881408,5164.956824601731,8522.178760592855,23278.0,39238.053809406934,0.7578491566008225,0.17750517482951217,0.22275714282827788,MEDIUM,15960.053809406934,MONITOR INVENTORY
6,2015-05-18,23208.059286745218,5523.240624850595,9113.34703100348,21051.600000000002,32321.406317748697,0.907081447005057,0.2098934285223202,0.12801101565315615,LOW,11269.806317748695,NO ACTION
6,2015-05-25,31287.46000692393,5098.319616958774,8412.227367981975,23291.0,39699.68737490591,0.744419649113277,0.17511724243557678,0.23144141835137916,MEDIUM,16408.68737490591,MONITOR INVENTORY
6,2015-06-01,23442.591788130114,5780.561643704412,9537.92671211228,21863.0,32980.5185002424,0.9326187222638956,0.21151943077178473,0.11062272364680847,LOW,11117.518500242397,NO ACTION
6,2015-06-08,31198.38663816547,6348.58070096511,10475.15815659243,22253.4,41673.5447947579,0.7132868842896213,0.22822870036812748,0.26916779110770334,MEDIUM,19420.1447947579,MONITOR INVENTORY
6,2015-06-15,24298.021475477646,5673.719848271207,9361.637749647492,22709.4,33659.65922512514,0.9346193072929443,0.1998721180928147,0.10572812032278339,LOW,10950.25922512514,NO ACTION
6,2015-06-22,30898.75260933375,5244.5270123561495,8653.469570387646,22317.4,39552.2221797214,0.7222751119492916,0.18799777796181094,0.25080675502403915,MEDIUM,17234.8221797214,MONITOR INVENTORY
6,2015-06-29,23662.101997625097,5400.2075500237315,8910.342457539156,22217.800000000003,32572.444455164252,0.9389613823078755,0.19444616658800534,0.10106088236088873,LOW,10354.644455164249,NO ACTION
6,2015-07-06,31102.1421421696,5139.890141497837,8480.818733471431,22076.0,39582.96087564103,0.7097903385268253,0.1862616467294016,0.2590252570500428,MEDIUM,17506.96087564103,MONITOR INVENTORY
6,2015-07-13,24056.17913197477,5034.71852904079,8307.285572917302,22167.2,32363.464704892074,0.9214763441188383,0.18169975564043414,0.10947648580894345,LOW,10196.264704892073,NO ACTION
6,2015-07-20,29505.848823935798,4835.255620612695,7978.171774010946,21941.4,37484.02059794674,0.7436288354531476,0.1762970683953693,0.23234893570140744,MEDIUM,15542.620597946741,MONITOR INVENTORY
7,2015-04-20,56676.75023216438,12082.041504508526,19935.36848243907,40275.0,76612.11871460345,0.7106088446324452,0.23999089270283852,0.2745710765681399,MEDIUM,36337.11871460345,MONITOR INVENTORY
7,2015-04-27,51012.23141332018,11888.709798235746,19616.37116708898,40428.0,70628.60258040916,0.7925158119909953,0.2352569466357128,0.21581601559701713,MEDIUM,30200.602580409162,MONITOR INVENTORY
7,2015-05-04,51133.37025745492,8496.38285291649,14019.031707312206,38610.200000000004,65152.40196476712,0.7550881118455298,0.17604431684718524,0.2242516167622847,MEDIUM,26542.20196476712,MONITOR INVENTORY
7,2015-05-11,55410.90668539053,7509.556888836162,12390.768866579667,42241.600000000006,67801.6755519702,0.7623336726799544,0.14222106906625057,0.20903274984390705,MEDIUM,25560.075551970192,MONITOR INVENTORY
7,2015-05-18,44096.46423971865,8597.365139002373,14185.652479353916,39916.8,58282.11671907256,0.9052154336683998,0.17230569863320452,0.11804090602208145,LOW,18365.316719072558,NO ACTION
7,2015-05-25,59203.85309371341,7283.191167567505,12017.265426486381,43275.0,71221.11852019979,0.7309490470409126,0.13464016023232822,0.22872771514105963,MEDIUM,27946.118520199787,MONITOR INVENTORY
7,2015-06-01,43211.29603663668,9041.883432117447,14919.107662993787,40475.200000000004,58130.40369963047,0.9366810003958946,0.17871453990823907,0.09793766169534547,LOW,17655.203699630467,NO ACTION
7,2015-06-08,56459.17437259948,10233.270102953406,16884.89566987312,41230.0,73344.0700424726,0.730262184280356,0.19855969154408742,0.24838437846697697,MEDIUM,32114.070042472595,MONITOR INVENTORY
7,2015-06-15,45156.089185042074,9617.490507750275,15868.859337787953,41730.8,61024.948522830025,0.9241455748967584,0.1843720323166635,0.10840970726726815,LOW,19294.148522830023,NO ACTION
7,2015-06-22,58749.94412596176,9416.65217845493,15537.476094450632,41539.8,74287.42022041239,0.7070610979805758,0.18135190209784216,0.2594628020429496,MEDIUM,32747.620220412384,MONITOR INVENTORY
7,2015-06-29,45089.00952656403,9027.134170562289,14894.771381427776,41773.600000000006,59983.7809079918,0.9264696749523682,0.17287730376242008,0.10333441866206827,LOW,18210.180907991795,NO ACTION
7,2015-07-06,60855.886374816655,11823.139867790338,19508.18078185406,43174.0,80364.06715667072,0.7094465724168014,0.21907888762292746,0.2691110655951172,MEDIUM,37190.06715667072,MONITOR INVENTORY
7,2015-07-13,53293.7829386327,10533.623794782116,17380.47926139049,44964.600000000006,70674.2622000232,0.8437119213656934,0.18741185367657429,0.1656252111469869,LOW,25709.662200023187,NO ACTION
7,2015-07-20,63719.44694641143,11206.37757038375,18490.522991133184,46173.0,82209.9699375446,0.7246296415414883,0.19416330011710306,0.25100824095608903,MEDIUM,36036.96993754461,MONITOR INVENTORY
8,2015-04-20,39418.24159809549,7868.893457786808,12983.674205348232,28847.800000000003,52401.91580344372,0.7318388347742482,0.21821819224445005,0.2531782733313613,MEDIUM,23554.115803443718,MONITOR INVENTORY
8,2015-04-27,40850.48540978318,8007.795717299488,13212.862933544155,28733.0,54063.348343327336,0.703369855015696,0.22295745567255737,0.27452833819078,MEDIUM,25330.348343327336,MONITOR INVENTORY
8,2015-05-04,36569.523757234056,7847.9537460410675,12949.123680967761,28613.600000000002,49518.64743820182,0.7824438784040703,0.21941884267735812,0.21811493792035824,MEDIUM,20905.04743820182,MONITOR INVENTORY
8,2015-05-11,41500.46134141354,6398.024929616953,10556.741133867972,31599.600000000002,52057.20247528151,0.7614276800452477,0.16197736502023957,0.21559383347439845,MEDIUM,20457.60247528151,MONITOR INVENTORY
8,2015-05-18,31539.920717759636,8355.54280602603,13786.645629942948,28275.4,45326.56634770258,0.89649559531323,0.23640458648934493,0.1433744592275425,LOW,17051.16634770258,NO ACTION
8,2015-05-25,41854.17175570969,7675.926784434568,12665.279194317036,30296.0,54519.45095002673,0.7238466018830503,0.20269149153510874,0.2541148261423974,MEDIUM,24223.45095002673,MONITOR INVENTORY
8,2015-06-01,29531.345986080585,7906.077725395824,13045.028246903108,27901.2,42576.3742329837,0.9447994687797521,0.22668781917324915,0.10664671760614829,LOW,14675.174232983696,NO ACTION
8,2015-06-08,39557.46846634689,8098.157383010039,13361.959681966564,28011.600000000002,52919.428148313455,0.7081241820070105,0.23128010918362504,0.2736971053501801,MEDIUM,24907.828148313452,MONITOR INVENTORY
8,2015-06-15,30940.847301740076,6644.22954525203,10962.97874966585,28969.4,41903.82605140592,0.9362833447153465,0.18348269678355866,0.09964646773432506,LOW,12934.42605140592,NO ACTION
8,2015-06-22,41896.96642329659,7556.28967593664,12467.877965295456,29713.2,54364.84438859204,0.7091969308660527,0.20344600180220618,0.26459594893442495,MEDIUM,24651.64438859204,MONITOR INVENTORY
8,2015-06-29,31404.56145333719,7572.842641087075,12495.190357793674,29702.800000000003,43899.75181113087,0.9458116472708664,0.20396306452151514,0.09912076626684804,LOW,14196.951811130864,NO ACTION
8,2015-07-06,44118.732444644855,8805.178490524766,14528.544509365864,30470.600000000002,58647.27695401072,0.690649941909166,0.23117834215341387,0.28589854330960796,MEDIUM,28176.676954010716,MONITOR INVENTORY
8,2015-07-13,32359.558810059967,8441.885038307499,13929.110313207371,30772.4,46288.66912326734,0.950952396496625,0.21946640595618147,0.10017324423921695,LOW,15516.269123267339,NO ACTION
8,2015-07-20,44176.35958725186,8777.798181586693,14483.366999618043,31069.0,58659.7265868699,0.703294709891978,0.2260207456071761,0.27549992675776824,MEDIUM,27590.726586869903,MONITOR INVENTORY
9,2015-04-20,42939.980321459065,8615.524413328923,14215.615281992723,34101.0,57155.59560345179,0.7941549983188553,0.20211781269356144,0.20472684498486973,MEDIUM,23054.595603451788,MONITOR INVENTORY
9,2015-04-27,40953.283315606015,8927.850842541373,14730.953890193265,33743.200000000004,55684.237205799276,0.8239437053180428,0.21166577781695567,0.1867391396224567,LOW,21941.03720579927,NO ACTION
9,2015-05-04,45467.515850190546,8152.279946943269,13451.261912456393,33003.6,58918.77776264694,0.7258720733444619,0.19760947161990253,0.2511723901448474,MEDIUM,25915.17776264694,MONITOR INVENTORY
9,2015-05-11,49140.23141463971,6634.29641459188,10946.589084076602,36801.8,60086.82049871631,0.7489138520628968,0.14421678101814325,0.21902533786141518,MEDIUM,23285.02049871631,MONITOR INVENTORY
9,2015-05-18,37919.98294259797,7492.883134459437,12363.257171858071,33762.8,50283.24011445604,0.8903695988236341,0.17754174735411607,0.13000380502969094,LOW,16520.44011445604,NO ACTION
9,2015-05-25,49029.401462566464,7243.881418134895,11952.404339922576,36357.6,60981.80580248904,0.7415468864689021,0.15939185024610855,0.2287347345456011,MEDIUM,24624.205802489043,MONITOR INVENTORY
9,2015-06-01,34832.37544835206,8936.061940250864,14744.502201413925,34318.8,49576.877649765986,0.9852558017723033,0.2083070955919406,0.07281306743696986,LOW,15258.077649765983,NO ACTION
9,2015-06-08,46169.21858649747,8355.85054019039,13787.153391314141,33929.0,59956.37197781161,0.7348835661239194,0.19701967143600788,0.2446874051440588,MEDIUM,26027.371977811606,MONITOR INVENTORY
9,2015-06-15,38973.87684916189,7334.5877866448645,12102.069847964025,34811.200000000004,51075.94669712592,0.8931931543461168,0.1685569652673821,0.12533188153793287,LOW,16264.746697125913,NO ACTION
9,2015-06-22,49724.73711325065,7601.368577433936,12542.258152765993,34989.4,62266.995266016645,0.7036618397862987,0.17379820351155345,0.2595761732030569,MEDIUM,27277.595266016644,MONITOR INVENTORY
9,2015-06-29,38197.53003386271,6223.325069178588,10268.48636414467,35783.0,48466.016398007385,0.936788320299187,0.13913478622091133,0.08598861165684249,LOW,12683.016398007385,NO ACTION
9,2015-07-06,53262.6157451864,8139.891809272816,13430.821485300146,36977.6,66693.43723048654,0.6942505448268722,0.17610427522116776,0.26685590118753977,MEDIUM,29715.83723048654,MONITOR INVENTORY
9,2015-07-13,37374.10145939783,8723.502278328357,14393.778759241788,36571.200000000004,51767.88021863962,0.9785171702316354,0.19082780501221414,0.07228632234151944,LOW,15196.680218639616,NO ACTION
9,2015-07-20,46719.472052964025,8116.487679409118,13392.204671025043,35655.0,60111.67672398907,0.7631721514228442,0.18211162932344116,0.22041298280104138,MEDIUM,24456.67672398907,MONITOR INVENTORY
10,2015-04-20,33557.61545833145,6181.376727720126,10199.271600738208,25237.0,43756.88705906966,0.752049859780318,0.19594648263169556,0.23234904294328604,MEDIUM,18519.88705906966,MONITOR INVENTORY
10,2015-04-27,30875.13400637093,6081.877588376798,10035.098020821715,25478.800000000003,40910.232027192644,0.8252207098029949,0.19096276397245704,0.17963433232964068,LOW,15431.43202719264,NO ACTION
10,2015-05-04,34295.94668933316,6294.717626708919,10386.284084069715,26056.800000000003,44682.23077340288,0.7597632523759513,0.19326141741760827,0.22614414856211654,MEDIUM,18625.430773402877,MONITOR INVENTORY
10,2015-05-11,38121.02771001754,4058.911789712438,6697.2044530255225,28858.600000000002,44818.23216304306,0.7570257606779176,0.11251860560699238,0.2038375492075554,MEDIUM,15959.632163043058,MONITOR INVENTORY
10,2015-05-18,30217.931297583724,4684.59215585163,7729.577057155189,26575.600000000002,37947.508354738915,0.8794645714918622,0.1410193457412553,0.12668060367807304,LOW,11371.908354738913,NO ACTION
10,2015-05-25,38013.535609945306,4732.259361728457,7808.227946851955,27925.600000000002,45821.76355679726,0.7346225377860921,0.1355676329025255,0.22643451342049314,MEDIUM,17896.16355679726,MONITOR INVENTORY
10,2015-06-01,28843.397680327646,5537.819787605946,9137.40264954981,26744.0,37980.80032987746,0.9272139259183214,0.16565419645844887,0.10064651079470967,LOW,11236.800329877457,NO ACTION
10,2015-06-08,36304.59890291521,5744.481373457482,9478.394266204845,26867.800000000003,45782.993169120055,0.7400660195103423,0.1710443392747447,0.23326708812518376,MEDIUM,18915.19316912005,MONITOR INVENTORY
10,2015-06-15,32673.280727719248,4553.467277800507,7513.221008370836,28008.2,40186.50173609008,0.8572203150765481,0.13006097579424616,0.1389640721846902,LOW,12178.301736090081,NO ACTION
10,2015-06-22,38618.477074037095,4579.643290330223,7556.411429044868,28036.0,46174.888503081966,0.7259737339266645,0.13067893537823436,0.23102206686480514,MEDIUM,18138.888503081966,MONITOR INVENTORY
10,2015-06-29,29893.674500963967,4721.09157575519,7789.801099996063,27970.800000000003,37683.47560096003,0.9356762079916954,0.13502914684614498,0.08553539845965673,LOW,9712.675600960029,NO ACTION
10,2015-07-06,40065.50067337103,5562.995139011594,9178.941979369129,28451.4,49244.44265274016,0.7101221630036891,0.15642098846486552,0.24984078243687724,MEDIUM,20793.042652740158,MONITOR INVENTORY
10,2015-07-13,30224.078902375648,5876.265388549655,9695.83789110693,28014.600000000002,39919.91679348258,0.9268967332466176,0.16780579807813512,0.10151402615080822,LOW,11905.31679348258,NO ACTION
10,2015-07-20,38904.31675107533,5937.33348538438,9796.600250884227,28091.800000000003,48700.917001959555,0.722074112745433,0.16908374644228935,0.2452732450108837,MEDIUM,20609.117001959552,MONITOR INVENTORY
